"","business_id","name","open_2019","neighborhood","august_2017_median","stars","review_count","categories","age"
"1833","t7AaZVZdUNZC1xHx37Nr5g","""Liquor World""",1,"Southwest",1450,4.5,25,"Food;Beer;Wine & Spirits",2014-03-07
"1834","tA1oBX1q6Aqj8UG3y-SqTA","""IT'SUGAR""",1,"Southeast",855,4,54,"Desserts;Chocolatiers & Shops;Specialty Food;Food;Candy Stores",2010-05-05
"1835","tA5mqEP68qjbTFK9c14D7A","""Pot Tea Social House""",0,"Southwest",1450,4,273,"Asian Fusion;Seafood;Taiwanese;Food;Coffee & Tea;Restaurants",2014-04-24
"1836","taaYWCkUulZL56qZmS1VzQ","""Jack In The Box""",1,"Southeast",1395,3,12,"Restaurants;Fast Food",2015-05-14
"1837","TAbycGt_Ag4eNHti4T6c0w","""Jones Liquors""",1,"Spring Valley",1100,4.5,11,"Food;Beer;Wine & Spirits",2013-03-10
"1838","TAqpvnHOb9PGBqMRepk1Dw","""Starbucks""",1,"Eastside",1100,3.5,55,"Coffee & Tea;Food",2010-06-26
"1839","tBLHU0-_-2nhypyfc2sR2A","""KFC""",1,"Sunrise",1000,1.5,23,"Fast Food;Restaurants;Chicken Wings",2011-07-02
"1840","tcclqqE4T8XbgS-02vsl6A","""Las Vegas Mela - Indian Food and Cultural Festival""",1,"Downtown",1100,4,8,"Festivals;Cultural Center;Restaurants;Indian;Vegetarian;Arts & Entertainment",2014-05-04
"1841","tcJxTYHmcvENebzdpoailQ","""Subway""",1,"Summerlin",1872.5,5,3,"Restaurants;Sandwiches;Fast Food",2016-11-21
"1842","tcnGHnLRyDmKviWLNFfGcA","""Long John Silver's""",1,"Centennial",1350,1.5,37,"Restaurants;Seafood;Fast Food",2013-04-21
"1843","TCWMgOiV0PxQkWE1SyBIWQ","""Nobu""",1,"Eastside",1375,4,938,"Japanese;Restaurants;Sushi Bars",2005-11-18
"1844","tCYAxj5_pV4RnDpe3_5VpA","""Sushi Bomb""",1,"Northwest",1300,4,366,"Restaurants;Sushi Bars;Japanese",2009-07-25
"1845","TDL9WXyjmBGGxl9yfbQ89w","""FUWA Teppanyaki Grill""",1,"Southeast",1395,3.5,14,"Japanese;Restaurants",2014-12-24
"1846","TdoLDxiqDKbk_lmni5nu6A","""Gerardo's Tacos""",1,"Northwest",1330,4.5,41,"Restaurants;Mexican",2016-08-20
"1847","TDTASGFy_aGp6vy0i23mDA","""Jack in the Box""",1,"Southeast",855,3,30,"Restaurants;Fast Food",2010-11-14
"1848","tEaW0zgsYihSTjysrpXaWg","""Nielsen's Frozen Custard""",1,"Southeast",1395,4.5,413,"Food;Ice Cream & Frozen Yogurt",2008-03-13
"1849","Tefx_N6A6nrsdj4jHHnbYg","""Le Petit Café & Bakery""",1,"Spring Valley",1475,4.5,142,"Bakeries;Restaurants;French;Food;Cafes;Themed Cafes",2016-08-27
"1850","TeggG3duunpoy__1Y2SAyQ","""Aloha Kitchen""",1,"University",855,3.5,350,"Hawaiian;Restaurants",2007-03-05
"1851","teJYodKzM_ePs_mgQGEBpw","""The Farm""",1,"Centennial",1450,4,88,"Specialty Food;Community Service/Non-Profit;Zoos;Farmers Market;Fruits & Veggies;Local Services;Active Life;Food",2011-09-18
"1852","TfabYPasZ1oOMN6JLa-yvw","""India Palace""",1,"Eastside",1375,4,694,"Indian;Restaurants",2007-06-01
"1853","TgEKtJGC-cN9rrCKgSDx8g","""Froggies Snow Cone Shack""",1,"Southeast",1300,4.5,11,"Desserts;Shaved Ice;Food",2015-09-10
"1854","TgO5PfMmGVmR737ZNyLKjA","""Bella's Traveling Tea Party""",1,"Southeast",1300,5,4,"Party & Event Planning;Tea Rooms;Food;Event Planning & Services;Caterers;Coffee & Tea",2017-03-26
"1855","tgXiIcCoKYfg-hm8yLxenQ","""In-N-Out Burger""",1,"Sunrise",1000,4,63,"Fast Food;Restaurants;Burgers",2008-12-10
"1856","tH9XWcFavOQ7BHch5YWE2A","""Edible Arrangements""",1,"Eastside",1100,3.5,17,"Shopping;Florists;Food;Specialty Food;Chocolatiers & Shops;Gift Shops;Flowers & Gifts",2008-02-14
"1857","TiGaN6511lg_SgO2U75_FA","""Subway""",1,"Downtown",1100,2.5,7,"Sandwiches;Fast Food;Restaurants",2010-07-09
"1858","tIRn9YlrJ4Y5IyHzY72i9A","""Subway""",1,"The Lakes",1400,3,22,"Sandwiches;Fast Food;Restaurants",2011-03-25
"1859","TIUd6XX7-hF6EPF2NowMsA","""Subway""",1,"Southeast",1395,4,5,"Fast Food;Sandwiches;Restaurants",2013-01-22
"1860","tJ9-u9MfpVbX4X2miIJ71w","""Hokkaido Teppanyaki Steak House""",1,"South Summerlin",1872.5,4,145,"Sushi Bars;Restaurants;Japanese;Teppanyaki;Steakhouses;Seafood",2009-01-14
"1861","tkaZq9JJJlgkvv20RiRORQ","""Miz Lola's""",1,"Southwest",1450,4,3,"Casinos;Food;Beer;Wine & Spirits;Arts & Entertainment",2015-01-14
"1862","tkdolOWoZ9KIYP-PETvYWA","""Jersey Mike's Subs""",1,"Southeast",855,3.5,68,"Restaurants;Sandwiches;Delis;Food;Fast Food",2013-10-14
"1863","TKZ-6ejNjM_PdKdM4n5bDw","""PT's""",1,"Sunrise",1000,2.5,35,"American (New);Restaurants;Bars;Sports Bars;Nightlife;Pubs",2009-11-15
"1864","tlZmJBQ9UWkaI0Zce_KFhg","""T-Bird Lounge & Restaurant""",0,"Southeast",1395,3.5,107,"Bars;Nightlife;American (Traditional);Restaurants",2007-09-22
"1865","tMYYSWyTppDcF070Hmy-kQ","""Blue Ribbon Fried Chicken - Downtown Summerlin""",0,"South Summerlin",1872.5,3.5,377,"Chicken Shop;American (New);Restaurants;Chicken Wings;Fast Food",2015-06-12
"1866","TN89zi12H1TXgFoELFCE4w","""1923 Bourbon & Burlesque""",1,"The Strip",855,3.5,77,"Bars;Venues & Event Spaces;Event Planning & Services;American (Traditional);Cocktail Bars;Nightlife;Arts & Entertainment;Restaurants;Music Venues",2014-04-27
"1867","TnaNION9PogHP1kfsMghDQ","""Capriotti's Sandwich Shop""",1,"Southeast",855,4,71,"Sandwiches;Restaurants",2013-04-10
"1868","Tnia3DIsEgc8nVPNnTRj7Q","""Bona Pizza""",1,"Eastside",1375,2,13,"Restaurants;Pizza",2014-06-12
"1869","TNjlLA1DdH75TX_J_XQSRw","""Cuban Sylvain Bakery""",1,"Eastside",1100,4,24,"Cuban;Pizza;Food;Restaurants;Bakeries",2014-07-12
"1870","tNonw3Vy4Ai6qRZpj2lTsA","""Tropical Smoothie Cafe""",1,"Centennial",1450,3.5,54,"Juice Bars & Smoothies;Health Markets;Food;American (New);Specialty Food;Restaurants;Mediterranean",2016-06-18
"1871","TNuKK8cSEm6i1nGKCQvL5Q","""La bonita de michoacan""",1,"Westside",1100,3,4,"Desserts;Food",2017-07-17
"1872","TOrphxql7UfJ77vXG4G4aQ","""Tipicos Centro America Restaurant""",1,"Sunrise",1025,3,8,"Restaurants;Mexican;Caribbean;Latin American;Seafood",2010-12-14
"1873","tpAIHSaXCIVOfgWyrXVeUQ","""Alfredo's Patisserie""",0,"Chinatown",1225,4.5,8,"Cupcakes;Patisserie/Cake Shop;Food;Coffee & Tea;Bakeries",2017-06-07
"1874","tpCALADHTuBaCJNgAluj2w","""Roberto's Taco Shop""",1,"Southeast",855,3,58,"Mexican;Restaurants",2012-12-28
"1875","TPsjAbLjbnqNZ8XEZMsd8A","""China Huts""",1,"Southwest",1450,3.5,7,"Chinese;Restaurants",2017-07-18
"1876","Tq032toLj_WQY3e7P3aQ8A","""IHOP""",1,"Centennial",1350,3.5,68,"Breakfast & Brunch;American (Traditional);Restaurants;American (New)",2010-07-26
"1877","TRe0u0yJ4eeEaSzDKQmIDA","""Port of Subs""",1,"Spring Valley",1300,4,28,"Sandwiches;Delis;Restaurants",2009-01-31
"1878","TrGBHqHVzJM5tk2C1D1ctQ","""The Sandwich Spot""",0,"Northwest",1300,4.5,321,"Delis;Cafes;Sandwiches;Restaurants",2015-01-06
"1879","tro-hrljuY1cUAVFYauTlQ","""In-N-Out Burger""",1,"University",855,4.5,275,"Burgers;Restaurants;Fast Food",2007-03-18
"1880","tSbs8i_9Hlaommupjgn63Q","""Panda Express""",1,"Sunrise",1000,3,14,"Chinese;Fast Food;Restaurants",2011-04-06
"1881","TSNvD7vyrknurZ8H05iyVQ","""Port of Subs""",1,"Southeast",855,2,8,"Sandwiches;Delis;Restaurants",2016-11-02
"1882","TspQ9jCczz436RiJHJQYZw","""Fresh Kabob""",1,"Southeast",855,4,203,"Mediterranean;Restaurants",2012-09-23
"1883","tstimHoMcYbkSC4eBA1wEg","""Maria's Mexican Restaurant & Bakery""",1,"Sunrise",995,4.5,152,"Mexican;Restaurants;Patisserie/Cake Shop;Bars;Food;Nightlife",2010-03-23
"1884","TT658qQinO6MBHP9q7rJ8w","""Lola's A Louisiana Kitchen""",1,"Summerlin",1510,4,374,"Restaurants;Cajun/Creole",2014-09-20
"1885","tthhJbshogN6gxy3fMp58g","""Cabo Wabo Cantina""",1,"Southeast",855,3.5,4,"Restaurants;Burgers",2012-03-22
"1886","TU2Vt9nRhVSBMVTAivy9Ug","""Coney Island Gourmet Hotdogs""",1,"Eastside",1375,3.5,19,"Restaurants;Hot Dogs",2014-07-16
"1887","TUpyKJFqL_ySZMo54pT-Sw","""La Flor De Michoacan Restaurant""",1,"Sunrise",995,4,44,"Food;American (New);Mexican;Ice Cream & Frozen Yogurt;Juice Bars & Smoothies;Restaurants",2011-08-26
"1888","TUrQG_XfJA_kCOSN0oUbTQ","""Smashburger""",1,"Southeast",1395,3.5,145,"Burgers;Restaurants",2013-07-25
"1889","Tv3YzCxzf-JWQAiXNkUrMQ","""Papa Murphy's""",1,"Southwest",1450,3.5,11,"Pizza;Restaurants;Salad;Gluten-Free",2017-02-10
"1890","tvu6MBZKZKHz17cbF1zIZA","""Pho Khong Ten""",0,"Southwest",1450,4,46,"Vietnamese;Restaurants",2017-07-01
"1891","tVW7pefO8xIgWMF86oVhKQ","""Firehouse Subs""",1,"Spring Valley",1100,4,100,"Delis;Restaurants;Fast Food;Sandwiches",2011-12-07
"1892","TW58a4UkMcksdfQ7znUqsA","""Doh Korean BBQ""",1,"Southwest",1450,4,308,"Restaurants;Barbeque;Korean",2015-12-21
"1893","txeee1LquHOaroqXodi4UQ","""Little Caesars Pizza""",1,"Eastside",1375,2,7,"Pizza;Restaurants",2010-12-19
"1894","txgJVBK5FpZK3BOh7CPheg","""Bowlology""",1,"Southeast",1395,3.5,47,"Poke;Food;Juice Bars & Smoothies;Acai Bowls",2017-02-05
"1895","tXqaK0lBEE1XJbzDPsdFvg","""Farmer Boys""",1,"Spring Valley",1100,3.5,230,"American (Traditional);Restaurants;Breakfast & Brunch;Mexican;Burgers;Sandwiches;Salad",2010-02-23
"1896","Tyg2orO7RC9VL4zoooHS7g","""Rosati's Pizza""",1,"Southeast",1300,3.5,80,"Pizza;Restaurants;Food",2010-01-25
"1897","TyikKXcjTFmhyFizuaU_FA","""Burger King""",1,"Northwest",1095,2,26,"Burgers;Restaurants;Fast Food",2010-12-04
"1898","TZ0sFZnJi1w4CM0IcA4T6w","""Tacos Los Toritos""",1,"Eastside",1375,3.5,18,"Restaurants;Mexican",2008-10-02
"1899","Tz3lmsFCS1e8rUkXuHW9mw","""IHOP""",1,"Sunrise",1000,2.5,44,"Restaurants;Breakfast & Brunch;American (New);American (Traditional)",2011-07-07
"1900","tzWel0UC8ItdmPAY4zi6wA","""Popeyes Louisiana Kitchen""",1,"University",855,1.5,19,"Restaurants;Fast Food;Chicken Wings;American (Traditional)",2015-12-30
"1901","U_svUGP1XhMTC0_GTZXpGA","""Mad Hatter Cupcakes""",1,"Spring Valley",1300,4,212,"Bakeries;Desserts;Food",2007-06-30
"1902","u_yEzg8t42Yd8qT2yV7OrA","""Little Caesars""",1,"Northwest",1300,2.5,35,"Pizza;Restaurants",2009-02-07
"1903","u-67zd1ImTv3EEr5kIdWrA","""House of Blues - Music Venue""",1,"The Strip",855,3.5,847,"Musicians;Cajun/Creole;Hotels & Travel;Event Planning & Services;Venues & Event Spaces;Hotels;Bars;Nightlife;American (New);Performing Arts;Restaurants;Music Venues;Arts & Entertainment",2006-01-11
"1904","u2kQSydBjZkGyX5OWLQROA","""La Flor Es Michoacan""",1,"Eastside",855,4,20,"Restaurants;Ice Cream & Frozen Yogurt;Mexican;Food",2015-06-10
"1905","u2wqrS4WenKSsuFsrLBGAA","""Franklin""",1,"The Strip",855,4,23,"Restaurants;Bars;Nightlife;Cocktail Bars",2014-09-07
"1906","U474WrLuujw5z7rA0ksghg","""Marco's Pizza""",1,"Southeast",1395,4,7,"Pizza;Restaurants",2017-11-18
"1907","u4IDWradF0DQSdfiUNpS2Q","""Tasty Grill""",1,"Spring Valley",1300,4,94,"Chicken Wings;Restaurants;Burgers;Pizza;American (Traditional)",2016-08-09
"1908","U7xPpLet56Zhi5GDZNlmoA","""Round Table Pizza""",1,"Southeast",855,3.5,58,"Pizza;Buffets;Restaurants",2010-09-15
"1909","UAMTM6LMA2on079oBMFBPQ","""Lazy Joe's Fish & Chips""",1,"Southwest",1450,3.5,288,"Mediterranean;Gluten-Free;Restaurants;Seafood;Fish & Chips",2009-08-15
"1910","UaoOIiwPF_rp2BWYD-HkPQ","""Glaze Doughnuts""",1,"Spring Valley",1475,4.5,212,"Bakeries;Coffee & Tea;Food;Donuts",2015-10-05
"1911","UB-xdWV_RpIQ9VfVB3WUTA","""Nevada Chicken Cafe""",1,"Spring Valley",1475,2.5,6,"Sandwiches;Restaurants;American (New);Wraps",2017-11-09
"1912","Ub8goFppwZkOGTpfoWF4JA","""Port of Subs""",1,"Southeast",855,4,27,"Sandwiches;Caterers;Delis;Restaurants;Event Planning & Services",2010-07-25
"1913","UbjXRe-Ku_MWpX27vtIEFw","""Domino's Pizza""",1,"Centennial",1350,3,35,"Chicken Wings;Pizza;Fast Food;Burgers;Sandwiches;Restaurants",2010-09-08
"1914","UcIrRf2mWgqqlg-HNoDl0A","""China One""",1,"Centennial",1350,3,211,"Chinese;Restaurants",2010-07-03
"1915","UCpUOtvqR-NBWBNVMzJleA","""Blue Martini Lounge""",1,"Southeast",855,3.5,796,"Bars;Lounges;Restaurants;Nightlife;American (New)",2008-04-17
"1916","UdC4xRKTFQPOhkc6vPVwvA","""Loose Caboose""",1,"Spring Valley",1300,3.5,8,"Restaurants",2013-02-08
"1917","UDE4VL0k8Zrko7RkJ4agGQ","""Little Dumpling""",1,"Centennial",1450,3.5,97,"Thai;Restaurants;Chinese;Seafood",2008-11-02
"1918","uDeycmwCy26ALJHeG3SsEA","""Buffalo Wild Wings""",1,"Centennial",1350,3,233,"Bars;Sports Bars;Restaurants;American (Traditional);Nightlife;Chicken Wings",2007-06-07
"1919","Ue2HwjJfz6wMfSX31ITYAA","""Larry's Great Western Meats""",1,"Westside",1100,4,99,"Food;Butcher;Specialty Food;Meat Shops",2008-11-16
"1920","UED302E-B2OyVr0mssARnA","""Panda Express""",1,"Spring Valley",1100,2.5,41,"Chinese;Fast Food;Restaurants",2011-06-30
"1921","UeEzvTGkSyaHRvWTlZ1ISA","""Amazing Thai 2""",1,"Southwest",1250,3,14,"Thai;Restaurants",2017-10-17
"1922","UFcCwCkp9K5D8c03Pwi7sA","""Sin City Sushi""",1,"Southeast",1395,4,148,"Sushi Bars;Japanese;Restaurants",2015-11-29
"1923","UFn1moo95-PBzi9wWt5FGg","""La Bocce""",1,"Southeast",855,4,111,"Italian;Restaurants",2013-04-26
"1924","UGiMMw54qYxac0eE_cBbaA","""Sammy's Beach Bar & Grill""",1,"Southeast",1375,2.5,169,"Bars;Mexican;Sports Bars;Restaurants;American (New);Nightlife",2009-06-11
"1925","ugLqbAvBdRDc-gS4hpslXw","""Yama Sushi""",1,"Eastside",855,4,1717,"Restaurants;Sushi Bars",2006-07-04
"1926","UGy0QULAPPRcOUJQSiRmGQ","""Tropical Smoothie Cafe""",1,"Northwest",1300,3,84,"Juice Bars & Smoothies;Food",2010-02-01
"1927","uHUcYpGlcdlu5m7oiZGY6w","""Max's Restaurant""",1,"University",855,3,345,"Restaurants;Seafood;Filipino;Breakfast & Brunch;Asian Fusion",2013-10-10
"1928","UhyDVz7npxKUl9BfMpfmBw","""Frijoles and Frescas Grilled Tacos""",1,"Westside",1100,3.5,18,"Restaurants;Food Court;Mexican",2016-12-07
"1929","uI2lQHqS1Pkh1-EzgeD-ww","""Roma's Pizza""",1,"Eastside",1375,2.5,55,"Chicken Wings;Pizza;Restaurants;Sandwiches",2014-09-19
"1930","UIDhcNNFxnQBwFlnCXql6g","""Jimmy John's""",1,"Anthem",1300,3,75,"Sandwiches;Restaurants",2013-07-05
"1931","uiHyP1uOAzOPkOmnWhnW0A","""Roberto's Taco Shop""",1,"Southwest",1495,3,97,"Restaurants;Fast Food;Mexican",2010-07-30
"1932","ujBk7cdEvo5FkD1e0Gzq1Q","""Dragon Wok""",0,"Northwest",1300,2.5,52,"Chinese;Restaurants",2008-07-07
"1933","uJGLWrg8dg0HGpzL2eLmnQ","""Total Wine & More""",1,"Southeast",855,4,34,"Shopping;Head Shops;Food;Tobacco Shops;Beer;Wine & Spirits",2016-10-27
"1934","UK2Onb024Azao0DrTHSvhg","""Yanni's Greek Grill""",1,"Southeast",1395,4.5,310,"Restaurants;Ethnic Food;Food;Specialty Food;Greek",2013-12-24
"1935","uke-ijDwYofkcv7-o_GqIA","""Subway""",1,"South Summerlin",1400,2.5,20,"Fast Food;Sandwiches;Restaurants",2011-07-19
"1936","ULAz5fw2r3vm0N-_FTMzGg","""Goose Island Pub""",1,"Eastside",1375,3,51,"Gastropubs;Restaurants",2016-06-18
"1937","UmfEj1Q2Ts0tTsC0LGs1Tw","""Stacks & Yolks""",1,"Northwest",1095,3,144,"Restaurants;Sandwiches;Breakfast & Brunch;Burgers;Salad",2016-06-24
"1938","umlqVAh7P7BcNu--BFq5ow","""McDonald's""",0,"Northwest",1300,3,17,"Burgers;Food;Restaurants;Fast Food",2014-07-27
"1939","UNaXX99KnH69CBnUt6ZtAQ","""Subway""",1,"Southwest",1450,3,17,"Event Planning & Services;Fast Food;Sandwiches;Restaurants;Caterers",2010-10-06
"1940","UNMBMKI9FjnO9flxPxV-1w","""Papa Pinny's Pizzeria""",1,"Westside",1400,4.5,188,"Restaurants;Italian;Food;Pizza;Sandwiches;Chicken Wings",2015-10-31
"1941","UNrevXmVx__0gVKOAK4GtA","""Lick""",1,"The Strip",855,3.5,56,"Food;Specialty Food;Candy Stores",2011-03-23
"1942","upB0RQl-l529IVwgOpwOQQ","""The Great Greek""",1,"Southwest",1450,4.5,181,"Mediterranean;Restaurants;Salad;Greek",2017-06-07
"1943","upgjUq616Yz1IvAvysDLWA","""Ely's Restaurant""",1,"Southeast",1100,4,164,"Restaurants;Breakfast & Brunch;Diners;American (Traditional)",2015-11-07
"1944","uqo0qY32KN0wyzsB30hB5A","""Denny's""",1,"Southeast",855,3,94,"American (Traditional);Food;Breakfast & Brunch;Diners;Restaurants",2009-10-27
"1945","UrhPr4uPoqKrYVANaroqgg","""Taco Bell""",1,"Summerlin",1550,2.5,18,"Mexican;Restaurants;Fast Food;Tex-Mex",2010-05-17
"1946","UrLrciFVqdgmMKkgCncx9Q","""Burger King""",1,"Centennial",1450,2,22,"Restaurants;Fast Food;Burgers;Food",2013-06-07
"1947","urptNyjG4BdgDKeK59ow0Q","""Centennial Hills Hospital Cafeteria""",1,"Centennial",1350,4.5,7,"American (New);Cafeteria;Restaurants",2010-12-09
"1948","urSuLlkYXXI5uwtKIxl9ew","""Joe Maxx Coffee""",1,"Southeast",1395,4.5,129,"Sandwiches;Coffee & Tea;Patisserie/Cake Shop;Restaurants;Vegan;Cafes;Food;Breakfast & Brunch;Bagels;Ice Cream & Frozen Yogurt",2016-11-17
"1949","Us0VHOegBKE6L4k-xEVxxg","""Buldogis Unleashed Food Truck""",1,"Westside",1400,4,17,"Hot Dogs;Food Trucks;Restaurants;Food;Korean",2014-01-10
"1950","USMzHt3XL3nPXVVOfRw1-g","""Bjs Cocktail Lounge Decatur""",1,"Southwest",1450,3.5,85,"Nightlife;Food;Restaurants;Cocktail Bars;Bars;Lounges;Beer;Wine & Spirits;American (New)",2012-06-30
"1951","ut3r-meTqKfkEZBzkdBE6w","""Bowlology""",1,"South Summerlin",1400,4,67,"Acai Bowls;Poke;Juice Bars & Smoothies;Gluten-Free;Food;Vegan;Restaurants",2016-04-20
"1952","ute4AgcZmdlAk5loxbZnlQ","""Nothing Bundt Cakes""",1,"Spring Valley",1100,4.5,25,"Desserts;Bakeries;Food;Cupcakes",2017-08-12
"1953","uTn8bL6sabHD2916u5mvkA","""Panda Express""",1,"South Summerlin",1872.5,3.5,22,"Bubble Tea;Restaurants;Chinese;Fast Food;Food",2014-10-11
"1954","uu_x0WbrO1kROIes79aawQ","""Wienerschnitzel""",1,"Northwest",1095,3,19,"Restaurants;Food;Hot Dogs;Ice Cream & Frozen Yogurt;Fast Food;Sandwiches",2010-10-28
"1955","uu5AtMrz_94e8kk4Gixg9Q","""Jollibee""",1,"Eastside",855,3.5,173,"Fast Food;Filipino;Restaurants",2007-06-25
"1956","uUEKndnFbHD8mVkGiirtpA","""Tommy Bahama Restaurant | Bar | Store - Las Vegas""",1,"Southeast",855,4,401,"American (New);Restaurants;Hawaiian;Seafood",2008-05-12
"1957","uufFYaIiNeISTgzSsEcYwg","""The Lodge Hualapai""",1,"South Summerlin",1400,3,38,"Nightlife;Restaurants;Pubs;Bars;American (Traditional)",2009-03-27
"1958","UUG3NnmxOUnBlQ2i3peeHQ","""GNC""",1,"Summerlin",1550,4,5,"Vitamins & Supplements;Shopping;Specialty Food;Health Markets;Food",2014-06-18
"1959","UV2Jt8slktGu14gLZeNCjA","""Mint Indian Bistro""",1,"Eastside",855,4,944,"Restaurants;Indian;Vegan;Halal",2007-10-03
"1960","UVqelOc_xJwy6lfnOhiCLQ","""Taqueria El Tizon Grill""",1,"Sunrise",1025,3.5,16,"Mexican;Restaurants",2010-09-30
"1961","UVqqsfogFwG_llByAzUQQg","""Portion Control""",0,"Spring Valley",1475,4,70,"Juice Bars & Smoothies;Restaurants;Health Markets;Specialty Food;American (Traditional);Food;Food Delivery Services",2015-08-26
"1962","UVVjnJ67fm9EbNPFK5ZgRQ","""Dispensary Lounge""",1,"Southeast",1100,4,123,"Food;Beer;Wine & Spirits;Arts & Entertainment;Jazz & Blues;Lounges;Nightlife;Dive Bars;Bars",2005-09-09
"1963","uW6UHfONAmm8QttPkbMewQ","""Island Flavor""",1,"Southwest",1250,4.5,1142,"Event Planning & Services;Caterers;Hawaiian;Restaurants",2009-02-05
"1964","uWIrZQx2BxKznWPjxWGRNg","""PT's""",1,"Spring Valley",1475,3,56,"American (New);Pubs;American (Traditional);Nightlife;Restaurants;Bars;Sports Bars",2009-03-29
"1965","uWrrQ8Rk2uM2WqPMi7EDag","""Del Taco""",1,"Southeast",1395,2.5,51,"Restaurants;Mexican",2011-08-22
"1966","uX0qfWBvCbXHFIAsMYjmXg","""Little Caesar's Pizza""",1,"Eastside",1195,2,13,"Pizza;Restaurants",2011-05-23
"1967","UXauVhawknwlatK5SN87yA","""Winchell's Donut House""",1,"Eastside",1100,3.5,28,"Donuts;Food",2009-09-08
"1968","UXkD2CbW8BnTpYyUTsrCTQ","""Del Taco""",1,"Southeast",1395,3,45,"Mexican;Restaurants",2011-08-02
"1969","uXzYH9ywBhZ0WwfStrCWNQ","""Jersey Mike's Subs""",1,"Spring Valley",1300,4.5,27,"Sandwiches;Fast Food;Restaurants;Delis",2016-03-04
"1970","UYh1N1xQhOh-a7nX92xPzQ","""Brio Tuscan Grille""",1,"Southeast",855,4,1048,"Nightlife;Tuscan;Bars;Italian;Gluten-Free;Restaurants;Pizza;Cocktail Bars",2008-03-22
"1971","uz_pOxt-IForHNBcwUscJw","""The Den LV""",1,"Spring Valley",1300,4,25,"American (New);Sports Bars;Nightlife;Bars;Restaurants",2015-08-17
"1972","V-0qRzBHKixmQgon_fW_AA","""Makai Pacific Island Grill""",1,"Spring Valley",1475,4.5,436,"Restaurants;Hawaiian;American (Traditional);Asian Fusion;Food;Barbeque",2016-01-22
"1973","V-aCFCkkRyakP6SeIfG9-A","""Taste Tea""",1,"Spring Valley",1300,4.5,122,"Bubble Tea;Food;Tea Rooms;Coffee & Tea",2016-10-20
"1974","v0byOL8VL6v6muGa1anxFA","""The Hummus Factory""",1,"Westside",1400,4.5,214,"Event Planning & Services;Caterers;Burgers;Greek;Restaurants;Middle Eastern;Mediterranean",2016-06-05
"1975","v1AE1LLWDOqe8ubOzqKADg","""The Original Sunrise Cafe""",1,"Southeast",1395,4.5,726,"Restaurants;Breakfast & Brunch;Food;Bagels;American (Traditional)",2007-07-01
"1976","V2owu-O0rrlsGup3FMz2qQ","""Taco Bell""",1,"Spring Valley",1300,2.5,30,"Restaurants;Fast Food;Mexican;Tex-Mex",2010-08-24
"1977","V3G5Jxs02jjS_CDLvv-rWg","""Carl's Jr.""",1,"Southwest",1475,3,21,"Fast Food;Restaurants",2010-07-27
"1978","V4BYvw51GBAj7pv2n7XtOw","""Pizza Hut""",1,"Northwest",1330,2,13,"Restaurants;Pizza;Chicken Wings",2013-01-13
"1979","V6Od7XYl_PznuG19DPfTAQ","""Panda Express""",1,"Centennial",1350,3,30,"Restaurants;Chinese;Fast Food",2010-09-08
"1980","v6QXg4TI84FKEkcYGTrcNw","""Starbucks""",1,"Centennial",1350,3.5,76,"Food;Coffee & Tea",2010-11-29
"1981","V6u7__4jbEDOgWR8K6qUSw","""El Gran Taco""",0,"Eastside",1100,3.5,8,"Restaurants;Mexican",2011-09-07
"1982","V70SSitn1Bxu8nX9n07tdQ","""The Vitamin Shoppe""",1,"Spring Valley",1300,3.5,11,"Specialty Food;Shopping;Vitamins & Supplements;Health Markets;Health & Medical;Food;Home Health Care;Drugstores",2015-05-06
"1983","V78f9CdEVTkKFkyhdTYVrQ","""IHOP""",1,"Northwest",1095,3.5,44,"American (Traditional);Restaurants;American (New);Breakfast & Brunch",2010-10-20
"1984","V8HEOhiEUU2i-VHcp_K8lQ","""Starbucks""",1,"Eastside",1100,2.5,27,"Restaurants;Food;Desserts;Sandwiches;Coffee & Tea",2011-05-20
"1985","V8wvvaOaRFqrjuPqVPuMjw","""Pita's""",1,"Southeast",1395,3,8,"Mediterranean;Specialty Food;Ethnic Food;Restaurants;Imported Food;Food",2013-12-31
"1986","VahVKCDFougCFlWH87OYZQ","""Village Pub & Poker""",1,"Southwest",1450,4,82,"Restaurants;Casinos;Bars;Pubs;Arts & Entertainment;Nightlife;American (Traditional);Breweries;Food",2007-11-11
"1987","VaKXUpmWTTWDKbpJ3aQdMw","""Buffalo Wild Wings""",1,"Southwest",1250,3.5,326,"American (Traditional);Chicken Wings;Sports Bars;Nightlife;Bars;Restaurants",2008-07-25
"1988","vATbGMxLd9cZ3VY_GZAIJw","""Cariba Charlie's""",1,"Spring Valley",1225,3.5,5,"American (Traditional);Restaurants;Nightlife",2012-03-14
"1989","Vbal-AZnu2w6NttIKfdjDg","""Desert Wind Coffee Roasters""",1,"Westside",1400,5,327,"Coffee Roasteries;Food;Internet Cafes;Coffee & Tea",2015-06-30
"1990","vbVJzKDhHlhMnKRpES5QzQ","""Chengdu Taste""",1,"Chinatown",1225,4,209,"Chinese;Restaurants;Szechuan",2015-11-06
"1991","VE5KGq9ztCztivwbmjNlTQ","""South Point Hot Dog Cart""",1,"Southeast",1300,4,16,"Restaurants;American (Traditional)",2013-09-19
"1992","VeiL_tgw7dsl-7IcnOsh0g","""Sushi Hiro""",1,"Southeast",1395,4.5,208,"Restaurants;Sushi Bars;Japanese",2016-05-15
